type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N5,vocabulary,,紅茶,こうちゃ,black tea,noun,,,,紅茶を飲みます。,こうちゃをのみます。,I drink black tea.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,交番,こうばん,police box,noun,,,,交番で道を聞きます。,こうばんでみちをききます。,I ask for directions at the police box.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,声,こえ,voice,noun,,,,大きい声で話します。,おおきいこえではなします。,I speak in a loud voice.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,コート,コート,"coat; court (e.g., tennis)",noun,,,,寒いのでコートを着ます。,さむいのでコートをきます。,I wear a coat because it's cold.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,コーヒー,コーヒー,coffee,noun,,,,コーヒーを飲みます。,コーヒーをのみます。,I drink coffee.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ここ,ここ,"here, this place",pronoun,,,,ここに座ってください。,ここにすわってください。,Please sit here.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,午後,ごご,"afternoon, P.M.",noun,,,,午後、勉強します。,ごご、べんきょうします。,I will study in the afternoon.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,九日,ここのか,nine days; ninth day of the month,noun,,,,九日に旅行します。,ここのかにりょこうします。,I will travel on the ninth.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,九つ,ここのつ,nine things,noun,,,,りんごを九つ買いました。,りんごをここのつかいました。,I bought nine apples.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,午前,ごぜん,"morning, A.M.",noun,,,,午前中は忙しいです。,ごぜんちゅうはいそがしいです。,I am busy in the morning.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,答える,こたえる,"to answer, to reply",verb,ichidan,transitive,,質問に答えます。,しつもんにこたえます。,I answer the question.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,こちら,こちら,this person (polite); this way (polite),pronoun,,,,こちらへどうぞ。,こちらへどうぞ。,"This way, please.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,こっち,こっち,this person; this direction; this side,pronoun,,,,こっちに来てください。,こっちにきてください。,Please come this way.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,コップ,コップ,a tumbler; a glass,noun,,,,コップに水を入れます。,コップにみずをいれます。,I pour water into the glass.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,今年,ことし,this year,noun,,,,今年、日本へ行きます。,ことし、にほんへいきます。,I will go to Japan this year.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,言葉,ことば,language; word(s); expression(s),noun,,,,難しい言葉を覚えます。,むずかしいことばをおぼえます。,I memorize difficult words.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,子供,こども,child(ren),noun,,,,子供が三人います。,こどもがさんにんいます。,I have three children.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,この,この,this,determiner,,,,この本は面白いです。,このほんはおもしろいです。,This book is interesting.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,御飯,ごはん,rice (cooked); meal,noun,,,,御飯を食べます。,ごはんをたべます。,I eat a meal.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,コピーする,コピーする,to copy,verb,irregular,transitive,,資料をコピーします。,しりょうをコピーします。,I copy the document.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,困る,こまる,"to be bothered, to have difficulty",verb,godan,intransitive,,お金がなくて困っています。,おかねがなくてこまっています。,I am in trouble because I have no money.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,これ,これ,this one,pronoun,,,,これは私の傘です。,これはわたしのかさです。,This is my umbrella.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～ころ,～ころ,"about, toward, approximately (time)",suffix,,,,三時ごろ会いましょう。,さんじごろあいましょう。,Let's meet around three o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: ～ごろ
expression,N5,vocabulary,,～ごろ,～ごろ,"about, toward, approximately (time)",suffix,,,,三時ごろ会いましょう。,さんじごろあいましょう。,Let's meet around three o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: ～ころ
expression,N5,vocabulary,,今月,こんげつ,this month,noun,,,,今月、忙しいです。,こんげつ、いそがしいです。,I am busy this month.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,今週,こんしゅう,this week,noun,,,,今週は暇です。,こんしゅうはひまです。,I am free this week.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,こんな,こんな,"such, like this",determiner,,,,こんな本が欲しいです。,こんなほんがほしいです。,I want a book like this.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,今晩,こんばん,"tonight, this evening",noun,,,,今晩、映画を見ます。,こんばん、えいがをみます。,I will watch a movie tonight.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,さあ,さあ,"come now, well",interjection,,,,さあ、行きましょう。,さあ、いきましょう。,"Well, let's go.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～歳,～さい,~ years old,counter,,,,二十歳になりました。,はたちになりました。,I turned twenty years old.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,財布,さいふ,wallet,noun,,,,財布をなくしました。,さいふをなくしました。,I lost my wallet.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,魚,さかな,fish,noun,,,,魚を食べます。,さかなをたべます。,I eat fish.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,先,さき,"future; recent, previous",noun,,,,先のことは分かりません。,さきのことはわかりません。,I don't know about the future.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,咲く,さく,to bloom,verb,godan,intransitive,,桜が咲きました。,さくらがさきました。,The cherry blossoms bloomed.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,作文,さくぶん,essay; composition,noun,,,,作文を書きます。,さくぶんをかきます。,I write an essay.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,差す,さす,"to raise (stretch out) hands, to raise (e.g., umbrella)",verb,godan,transitive,,傘を差します。,かさをさします。,I put up an umbrella.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～冊,～さつ,counter for books,counter,,,,本を三冊買いました。,ほんをさんさつかいました。,I bought three books.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,雑誌,ざっし,"magazine, journal",noun,,,,雑誌を読みます。,ざっしをよみます。,I read a magazine.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,砂糖,さとう,sugar,noun,,,,砂糖を入れます。,さとうをいれます。,I add sugar.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,寒い,さむい,cold (in reference to weather),i-adjective,,,,今日は寒いです。,きょうはさむいです。,Today is cold.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,さ来年,さらいねん,year after next,noun,,,,さ来年、卒業します。,さらいねん、そつぎょうします。,I will graduate the year after next.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～さん,～さん,"Mr. ~, Ms. ~",suffix,,,,田中さんに会いました。,たなかさんにあいました。,I met Mr. Tanaka.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,三,さん,three,noun,,,,三時に会いましょう。,さんじにあいましょう。,Let's meet at three o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,散歩,さんぽ (する),"walk, stroll",noun,,,,公園を散歩します。,こうえんをさんぽします。,I take a walk in the park.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,四,し,four,noun,,,,四時に会いましょう。,よじにあいましょう。,Let's meet at four o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～時,～じ,~ o'clock (time),counter,,,,九時に起きます。,くじにおきます。,I get up at nine o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,塩,しお,salt,noun,,,,塩を入れます。,しおをいれます。,I add salt.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,しかし,しかし,however; but,conjunction,,,,しかし、時間がありません。,しかし、じかんがありません。,"However, I don't have time.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,時間,じかん,time,noun,,,,時間がありません。,じかんがありません。,I don't have time.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～時間,～じかん,~ hours,counter,,,,二時間、勉強しました。,にじかん、べんきょうしました。,I studied for two hours.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,仕事,しごと,"work, job, occupation, employment",noun,,,,仕事に行きます。,しごとにいきます。,I go to work.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,辞書,じしょ,dictionary,noun,,,,辞書で調べます。,じしょでしらべます。,I look it up in the dictionary.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,静か,しずか,"quiet, calm",na-adjective,,,,この部屋は静かです。,このへやはしずかです。,This room is quiet.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,下,した,"under, below, beneath",noun,,,,机の下に猫がいます。,つくえのしたにねこがいます。,There is a cat under the desk.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,七,しち,seven,noun,,,,七時に起きます。,しちじにおきます。,I get up at seven o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,質問,しつもん,"question, inquiry",noun,,,,質問があります。,しつもんがあります。,I have a question.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,自転車,じてんしゃ,bicycle,noun,,,,自転車で行きます。,じてんしゃでいきます。,I go by bicycle.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,自動車,じどうしゃ,automobile,noun,,,,自動車を運転します。,じどうしゃをうんてんします。,I drive a car.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,死ぬ,しぬ,to die,verb,godan,intransitive,,魚が死にました。,さかながしにました。,The fish died.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,字引,じびき,dictionary,noun,,,,字引で調べます。,じびきでしらべます。,I look it up in the dictionary.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,自分,じぶん,"myself, oneself",pronoun,,,,自分で作ります。,じぶんでつくります。,I make it myself.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,閉まる,しまる,"to close, to be closed",verb,godan,intransitive,閉める,店が閉まりました。,みせがしまりました。,The store closed.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,閉める,しめる,"to close, to shut",verb,ichidan,transitive,,ドアを閉めます。,ドアをしめます。,I close the door.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,締める,しめる,"to tie, to fasten, to tighten",verb,ichidan,transitive,,ネクタイを締めます。,ネクタイをしめます。,I fasten my necktie.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,じゃ,じゃ,"well, well then",interjection,,,,じゃ、また明日。,じゃ、またあした。,"Well then, see you tomorrow.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: じゃあ
expression,N5,vocabulary,,じゃあ,じゃあ,"well, well then",interjection,,,,じゃ、また明日。,じゃ、またあした。,"Well then, see you tomorrow.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: じゃ
expression,N5,vocabulary,,写真,しゃしん,a picture; a photograph,noun,,,,写真を撮ります。,しゃしんをとります。,I take a photo.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,シャツ,シャツ,shirt,noun,,,,シャツを着ます。,シャツをきます。,I put on a shirt.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,シャワー,シャワー,shower,noun,,,,シャワーを浴びます。,シャワーをあびます。,I take a shower.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,十,じゅう,ten,noun,,,,りんごを十個買いました。,りんごをじゅっこかいました。,I bought ten apples.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～中,～じゅう,"during, while",suffix,,,,一日中、寝ていました。,いちにちじゅう、ねていました。,I was sleeping all day.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～週間,～しゅうかん,~ weeks,counter,,,,二週間、旅行します。,にしゅうかん、りょこうします。,I will travel for two weeks.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,授業,じゅぎょう,a class (of school),noun,,,,授業に出ます。,じゅぎょうにでます。,I attend class.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,宿題,しゅくだい,homework,noun,,,,宿題をします。,しゅくだいをします。,I do my homework.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,上手,じょうず,"be good at, skillful",na-adjective,,,,料理が上手です。,りょうりがじょうずです。,I am good at cooking.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,丈夫,じょうぶ,"strong, solid, durable",na-adjective,,,,体が丈夫です。,からだがじょうぶです。,My body is strong.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,醤油,しょうゆ,soy sauce,noun,,,,醤油を入れます。,しょうゆをいれます。,I add soy sauce.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,食堂,しょくどう,"cafeteria, dining hall",noun,,,,食堂で食べます。,しょくどうでたべます。,I eat at the cafeteria.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,知る,しる,"to know, to understand",verb,godan,transitive,,答えを知っています。,こたえをしっています。,I know the answer.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,白,しろ,white,noun,,,,白が好きです。,しろがすきです。,I like white.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,白い,しろい,white,i-adjective,,,,白い猫がいます。,しろいねこがいます。,There is a white cat.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～人,～じん,counter for people,counter,,,,三人来ました。,さんにんきました。,Three people came.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,新聞,しんぶん,newspaper,noun,,,,新聞を読みます。,しんぶんをよみます。,I read the newspaper.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,水曜日,すいようび,Wednesday,noun,,,,水曜日に会いましょう。,すいようびにあいましょう。,Let's meet on Wednesday.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,吸う,すう,"to breathe in, to suck",verb,godan,transitive,,空気を吸います。,くうきをすいます。,I breathe in air.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,スカート,スカート,skirt,noun,,,,スカートを買います。,スカートをかいます。,I buy a skirt.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,好き,すき,"liking, fondness, love",na-adjective,,,,日本料理が好きです。,にほんりょうりがすきです。,I like Japanese food.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～すぎ,～すぎ,"past; to exceed, ~ too much",suffix,,,,十時すぎに来ました。,じゅうじすぎにきました。,He came a little after ten o'clock.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,少ない,すくない,a little; a few,i-adjective,,,,時間が少ないです。,じかんがすくないです。,There is little time.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,すぐに,すぐに,"immediately, soon",adverb,,,,すぐに来ます。,すぐにきます。,I will come immediately.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,少し,すこし,"little, few",adverb,,,,少し休みます。,すこしやすみます。,I will rest a little.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,涼しい,すずしい,"cool, refreshing (in reference to weather)",i-adjective,,,,今日は涼しいです。,きょうはすずしいです。,Today is cool.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,～ずつ,～ずつ,at a time,particle,,,,三つずつ配ります。,みっつずつくばります。,I distribute three at a time.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ストーブ,ストーブ,heater (lit: stove),noun,,,,ストーブをつけます。,ストーブをつけます。,I turn on the heater.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,スプーン,スプーン,spoon,noun,,,,スプーンで食べます。,スプーンでたべます。,I eat with a spoon.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,スポーツ,スポーツ,sport(s),noun,,,,スポーツが好きです。,スポーツがすきです。,I like sports.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ズボン,ズボン,trousers,noun,,,,ズボンを買います。,ズボンをかいます。,I buy trousers.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,住む,すむ,"to reside, to live in",verb,godan,intransitive,,東京に住んでいます。,とうきょうにすんでいます。,I live in Tokyo.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,する,する,"to do, to try; to wear small items (e.g., necktie, watch, etc.)",verb,irregular,transitive,,勉強をします。,べんきょうをします。,I study.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,座る,すわる,to sit,verb,godan,intransitive,,椅子に座ります。,いすにすわります。,I sit on the chair.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,背,せい,"(one's) height, stature",noun,,,,背が高いです。,せいがたかいです。,I am tall.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,生徒,せいと,student; pupil,noun,,,,生徒が多いです。,せいとがおおいです。,There are many students.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,セーター,セーター,sweater,noun,,,,セーターを着ます。,セーターをきます。,I wear a sweater.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,石鹸,せっけん,soap,noun,,,,石鹸で手を洗います。,せっけんでてをあらいます。,I wash my hands with soap.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,背広,せびろ,men's suit,noun,,,,背広を着ます。,せびろをきます。,I wear a suit.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,狭い,せまい,narrow; not spacious,i-adjective,,,,この道は狭いです。,このみちはせまいです。,This road is narrow.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,ゼロ,ゼロ,zero,noun,,,,点数はゼロでした。,てんすうはゼロでした。,The score was zero.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,千,せん,thousand,noun,,,,千円あります。,せんえんあります。,I have a thousand yen.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,先月,せんげつ,last month,noun,,,,先月、旅行しました。,せんげつ、りょこうしました。,I traveled last month.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,先週,せんしゅう,last week,noun,,,,先週、忙しかったです。,せんしゅう、いそがしかったです。,I was busy last week.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,先生,せんせい,"teacher, professor; master; doctor",noun,,,,先生に質問します。,せんせいにしつもんします。,I ask the teacher a question.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,洗濯,せんたく,"washing, laundry",noun,,,,洗濯をします。,せんたくをします。,I do the laundry.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,全部,ぜんぶ,"all, entire, whole",noun,,,,全部食べました。,ぜんぶたべました。,I ate everything.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,そう,そう,"yes; appears, to be the case",adverb,,,,そうですか。,そうですか。,Is that so?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: そうです
expression,N5,vocabulary,,そうです,そうです,"yes; appears, to be the case",adverb,,,,そうですか。,そうですか。,Is that so?,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: そう
expression,N5,vocabulary,,掃除,そうじ (する),"cleaning, sweeping",noun,,,,部屋を掃除します。,へやをそうじします。,I clean the room.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,そうして,そうして,"and, like that",conjunction,,,,手を洗って、そして食べます。,てをあらって、そしてたべます。,"I wash my hands, and then eat.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: そして
expression,N5,vocabulary,,そして,そして,"and, like that",conjunction,,,,手を洗って、そして食べます。,てをあらって、そしてたべます。,"I wash my hands, and then eat.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,Alt. spelling: そうして
expression,N5,vocabulary,,そこ,そこ,"that place, there; bottom, sole",pronoun,,,,そこに置いてください。,そこにおいてください。,Please put it there.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,そちら,そちら,over there,pronoun,,,,そちらへ行きます。,そちらへいきます。,I will go over there.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,そっち,そっち,over there,pronoun,,,,そっちに行きます。,そっちにいきます。,I will go that way.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,外,そと,"outside, exterior",noun,,,,外は寒いです。,そとはさむいです。,It is cold outside.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,その,その,that,determiner,,,,その本をください。,そのほんをください。,Please give me that book.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,そば,そば,"near, close, beside; Japanese traditional buckwheat noodle",noun,,,,駅のそばに住んでいます。,えきのそばにすんでいます。,I live near the station.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,空,そら,sky,noun,,,,空が青いです。,そらがあおいです。,The sky is blue.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,それ,それ,that one,pronoun,,,,それをください。,それをください。,Please give me that.,JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,それから,それから,"and then, after that",conjunction,,,,食べて、それから寝ます。,たべて、それからねます。,"I eat, and then sleep.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N5,vocabulary,,それでは,それでは,"in that situation, well then...",conjunction,,,,それでは、始めましょう。,それでは、はじめましょう。,"Well then, let's begin.",JLPT N5 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
