type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N4,vocabulary,,けがする,けがする,"injury (to animate object), hurt",verb,irregular,intransitive,,転んでけがをしました。,ころんでけがをしました。,I fell and got injured.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,以下,いか,"less than, below",noun,,,,二十歳以下は入れません。,はたちいかははいれません。,People under twenty cannot enter.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,選ぶ,えらぶ,to choose; to select,verb,godan,transitive,,好きな色を選びます。,すきないろをえらびます。,I choose my favorite color.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～ばかり,～ばかり,"just did ~, only",particle,,,,遊んでばかりいます。,あそんでばかりいます。,I am only playing.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,心,こころ,"heart, mind",noun,,,,優しい心を持っています。,やさしいこころをもっています。,I have a kind heart.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～だす,～だす,to start doing ~,suffix,,,,急に雨が降り出しました。,きゅうにあめがふりだしました。,It suddenly started to rain.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,サラダ,サラダ,salad,noun,,,,サラダを食べます。,サラダをたべます。,I eat salad.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,届ける,とどける,to deliver (v.t.),verb,ichidan,transitive,,荷物を届けます。,にもつをとどけます。,I deliver the package.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,挨拶,あいさつする,greet(ing),noun,,,,先生に挨拶します。,せんせいにあいさつします。,I greet the teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,景色,けしき,"scenery, landscape",noun,,,,景色がきれいです。,けしきがきれいです。,The scenery is beautiful.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,確か,たしか,"if I remember correctly; certain, definite",adverb,,,,確か、火曜日でした。,たしか、かようびでした。,"If I remember correctly, it was Tuesday.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ステーキ,ステーキ,steak,noun,,,,ステーキを食べます。,ステーキをたべます。,I eat steak.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,食料品,しょくりょうひん,"foodstuff, groceries",noun,,,,食料品を買います。,しょくりょうひんをかいます。,I buy groceries.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,森,もり,forest,noun,,,,森を歩きます。,もりをあるきます。,I walk through the forest.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,以内,いない,"within, less (no more) than",noun,,,,一時間以内に来てください。,いちじかんいないにきてください。,Please come within one hour.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,予定,よてい,"plans, arrangement, schedule",noun,,,,明日の予定を教えてください。,あしたのよていをおしえてください。,Please tell me tomorrow's schedule.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,オーバー,オーバー,"overcoat; over, exceeding, exaggeration",noun,,,,オーバーを着ます。,オーバーをきます。,I wear an overcoat.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,乾く,かわく,to get dry,verb,godan,intransitive,,洗濯物が乾きました。,せんたくものがかわきました。,The laundry dried.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,石,いし,stone,noun,,,,石を拾いました。,いしをひろいました。,I picked up a stone.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,思い出す,おもいだす,"to recall, to remember",verb,godan,transitive,,名前を思い出しました。,なまえをおもいだしました。,I remembered the name.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,踊る,おどる,to dance,verb,godan,intransitive,,パーティーで踊ります。,パーティーでおどります。,I dance at the party.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,細かい,こまかい,"small; fine, minute",i-adjective,,,,細かいお金がありません。,こまかいおかねがありません。,I don't have small change.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,塗る,ぬる,"to paint, to plaster",verb,godan,transitive,,壁にペンキを塗ります。,かべにペンキをぬります。,I paint the wall.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ご主人,ごしゅじん,"(your, her) husband",noun,,,,ご主人はお元気ですか。,ごしゅじんはおげんきですか。,Is your husband well?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,珍しい,めずらしい,"unusual, rare",i-adjective,,,,これは珍しい花です。,これはめずらしいはなです。,This is a rare flower.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,用,よう,"errand, task, business (to take care of)",noun,,,,今日は用があります。,きょうはようがあります。,I have something to do today.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,公務員,こうむいん,"government worker, public servant",noun,,,,彼は公務員です。,かれはこうむいんです。,He is a government worker.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お嬢さん,おじょうさん,(someone's) daughter (polite),noun,,,,お嬢さんはおいくつですか。,おじょうさんはおいくつですか。,How old is your daughter?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,用意,ようい,preparation,noun,,,,夕食の用意をします。,ゆうしょくのよういをします。,I prepare dinner.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,探す,さがす,"to search, to seek, to look for",verb,godan,transitive,,鍵を探しています。,かぎをさがしています。,I am looking for my key.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,形,かたち,shape,noun,,,,この箱は星の形です。,このはこはほしのかたちです。,This box is star-shaped.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,運転,うんてんする,driving,noun,,,,車を運転します。,くるまをうんてんします。,I drive a car.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,すっかり,すっかり,"all, completely",adverb,,,,すっかり忘れました。,すっかりわすれました。,I completely forgot.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,アナウンサー,アナウンサー,announcer,noun,,,,彼女はアナウンサーです。,かのじょはアナウンサーです。,She is an announcer.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お土産,おみやげ,souvenir,noun,,,,お土産を買いました。,おみやげをかいました。,I bought a souvenir.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,消しゴム,けしゴム,eraser,noun,,,,消しゴムを貸してください。,けしゴムをかしてください。,Please lend me an eraser.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,旅館,りょかん,a Japanese inn,noun,,,,旅館に泊まります。,りょかんにとまります。,I stay at a Japanese inn.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,海岸,かいがん,"coast, seashore",noun,,,,海岸を散歩します。,かいがんをさんぽします。,I walk along the coast.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,寂しい,さびしい,"lonely, lonesome",i-adjective,,,,一人で寂しいです。,ひとりでさびしいです。,I am lonely by myself.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,火,ひ,fire,noun,,,,火をつけます。,ひをつけます。,I light a fire.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,育てる,そだてる,to raise (v.t.); to bring up,verb,ichidan,transitive,,子供を育てます。,こどもをそだてます。,I raise children.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,味噌,みそ,"miso, bean paste",noun,,,,味噌汁を飲みます。,みそしるをのみます。,I drink miso soup.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お祝い,おいわい,"congratulation, celebration",noun,,,,お祝いを言います。,おいわいをいいます。,I offer my congratulations.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,乗り物,のりもの,vehicle,noun,,,,乗り物が好きです。,のりものがすきです。,I like vehicles.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,案内,あんないする,"information, guidance",noun,,,,駅まで案内します。,えきまであんないします。,I will guide you to the station.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,通う,かよう,to go back and forth; to commute,verb,godan,intransitive,,学校に通っています。,がっこうにかよっています。,I commute to school.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,連れる,つれる,"to lead, to take (a person)",verb,ichidan,transitive,,子供を連れて行きます。,こどもをつれていきます。,I take my child with me.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,技術,ぎじゅつ,"technique, technology, skill",noun,,,,技術を学びます。,ぎじゅつをまなびます。,I learn a skill.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,小鳥,ことり,small bird,noun,,,,小鳥が鳴いています。,ことりがないています。,A small bird is chirping.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,下宿,げしゅく,"lodging, boarding house",noun,,,,下宿に住んでいます。,げしゅくにすんでいます。,I live in a boarding house.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ジャム,ジャム,jam,noun,,,,パンにジャムを塗ります。,パンにジャムをぬります。,I spread jam on bread.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,招待,しょうたいする,invitation,noun,,,,パーティーに招待します。,パーティーにしょうたいします。,I invite you to the party.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,鏡,かがみ,mirror,noun,,,,鏡を見ます。,かがみをみます。,I look in the mirror.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,はず,はず,it should be so,noun,,,,彼は来るはずです。,かれはくるはずです。,He should be coming.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,法律,ほうりつ,law,noun,,,,法律を守ります。,ほうりつをまもります。,I obey the law.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,進む,すすむ,"to advance, to proceed",verb,godan,intransitive,,計画が進みます。,けいかくがすすみます。,The plan is progressing.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,楽む,たのしむ,to enjoy,verb,godan,transitive,,旅行を楽しみます。,りょこうをたのしみます。,I enjoy the trip.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,貿易,ぼうえき,trade,noun,,,,貿易の仕事をしています。,ぼうえきのしごとをしています。,I work in trade.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,反対,はんたい,"oppose, opposition, resistance",noun,,,,その意見に反対です。,そのいけんにはんたいです。,I am opposed to that opinion.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,おる,おる,-- extra-modest expression for いる --,verb,godan,intransitive,,私は東京におります。,わたしはとうきょうにおります。,I am in Tokyo.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,申す,もうす,-- extra-modest (humble) expression for 言う (いう) --,verb,godan,transitive,,田中と申します。,たなかともうします。,My name is Tanaka.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,試験,しけん,an exam,noun,,,,試験があります。,しけんがあります。,There is an exam.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,真面目,まじめ,"diligent, serious",na-adjective,,,,彼は真面目です。,かれはまじめです。,He is serious.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ごらんになる,ごらんになる,-- honorific expression for みる --,verb,godan,transitive,,どうぞごらんになってください。,どうぞごらんになってください。,Please take a look.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,店員,てんいん,clerk; shop-employee,noun,,,,店員に聞きます。,てんいんにききます。,I ask the shop clerk.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,泊まる,とまる,to stay (over night) (v.i.),verb,godan,intransitive,,ホテルに泊まります。,ホテルにとまります。,I stay at a hotel.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,よろしい,よろしい,"(hon.) good, OK, all right",i-adjective,,,,それでよろしいですか。,それでよろしいですか。,Is that all right?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,今夜,こんや,"this evening, tonight",noun,,,,今夜、電話します。,こんや、でんわします。,I will call tonight.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,おつり,おつり,change; balance of money returned to the purchaser,noun,,,,おつりをください。,おつりをください。,Please give me the change.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,チェックする,チェックする,check,verb,irregular,transitive,,荷物をチェックします。,にもつをチェックします。,I check the luggage.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,会話,かいわ,conversation,noun,,,,英語で会話します。,えいごでかいわします。,I converse in English.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,空気,くうき,"air, atmosphere",noun,,,,空気がきれいです。,くうきがきれいです。,The air is clean.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,交通,こうつう,"traffic, transportation",noun,,,,交通が便利です。,こうつうがべんりです。,The transportation is convenient.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ワープロ,ワープロ,word processor,noun,,,,ワープロで書きます。,ワープロでかきます。,I write with a word processor.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,喜ぶ,よろこぶ,"to rejoice, to be delighted, to be glad",verb,godan,intransitive,,彼は喜びました。,かれはよろこびました。,He was delighted.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,急行,きゅうこう,express train or bus,noun,,,,急行に乗ります。,きゅうこうにのります。,I take the express train.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,皆,みな,everyone,noun,,,,皆が集まりました。,みながあつまりました。,Everyone gathered.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,味,あじ,"flavor, taste",noun,,,,この料理は味がいいです。,このりょうりはあじがいいです。,This dish tastes good.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,空港,くうこう,airport,noun,,,,空港へ行きます。,くうこうへいきます。,I go to the airport.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,手袋,てぶくろ,glove(s),noun,,,,手袋をはめます。,てぶくろをはめます。,I put on gloves.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,校長,こうちょう,"principal, headmaster",noun,,,,校長先生に会いました。,こうちょうせんせいにあいました。,I met the principal.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ごちそう,ごちそう,"feast, treating (someone)",noun,,,,ごちそうを食べました。,ごちそうをたべました。,I ate a feast.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,踊り,おどり,dance,noun,,,,踊りを習っています。,おどりをならっています。,I am learning a dance.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,興味,きょうみ,interest (in something),noun,,,,音楽に興味があります。,おんがくにきょうみがあります。,I am interested in music.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,引っ越す,ひっこす,to move to a new place of residence,verb,godan,intransitive,,来月、引っ越します。,らいげつ、ひっこします。,I will move next month.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,冷房,れいぼう,"cooling, air conditioning",noun,,,,冷房をつけます。,れいぼうをつけます。,I turn on the air conditioning.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,都合,つごう,"circumstances, convenience",noun,,,,都合が悪いです。,つごうがわるいです。,It's inconvenient for me.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,遠慮,えんりょする,"restraint, reserve, hesitate",noun,,,,遠慮しないでください。,えんりょしないでください。,Please don't hold back.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,亡くなる,なくなる,to pass away,verb,godan,intransitive,,祖父が亡くなりました。,そふがなくなりました。,My grandfather passed away.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,科学,かがく,science,noun,,,,科学を勉強します。,かがくをべんきょうします。,I study science.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,はっきり,はっきり,"clearly, distinctly",adverb,,,,はっきり言ってください。,はっきりいってください。,Please say it clearly.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,差し上げる,さしあげる,-- humble expression for あげる --,verb,ichidan,transitive,,プレゼントを差し上げます。,プレゼントをさしあげます。,I give you a present.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,気持ち,きもち,"feeling, sensation, mood",noun,,,,気持ちがいいです。,きもちがいいです。,It feels good.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,祖父,そふ,grandfather,noun,,,,祖父は元気です。,そふはげんきです。,My grandfather is well.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,港,みなと,"harbor, port",noun,,,,港に船があります。,みなとにふねがあります。,There is a ship in the harbor.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,予約,よやく,reservation,noun,,,,レストランを予約します。,レストランをよやくします。,I make a reservation at the restaurant.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,凄い,すごい,"terrific, great",i-adjective,,,,凄い雨ですね。,すごいあめですね。,"It's incredible rain, isn't it.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,入学,にゅうがくする,entry to school or university,noun,,,,大学に入学します。,だいがくににゅうがくします。,I enter university.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,片付ける,かたづける,"to (clean) tidy up (v.t.), to put away",verb,ichidan,transitive,,部屋を片付けます。,へやをかたづけます。,I tidy up the room.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,写す,うつす,to copy (v.t.); to photograph,verb,godan,transitive,,ノートを写します。,ノートをうつします。,I copy the notebook.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,パソコン,パソコン,(personal) computer,noun,,,,パソコンを使います。,パソコンをつかいます。,I use a computer.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,部長,ぶちょう,department (division) manager,noun,,,,部長に報告します。,ぶちょうにほうこくします。,I report to the department manager.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,火事,かじ,fire,noun,,,,火事がありました。,かじがありました。,There was a fire.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,足す,たす,to add (numbers),verb,godan,transitive,,二に三を足します。,にさんをたします。,I add three to two.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,教会,きょうかい,church,noun,,,,教会へ行きます。,きょうかいへいきます。,I go to church.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,彼ら,かれら,they (usually male),pronoun,,,,彼らは友達です。,かれらはともだちです。,They are friends.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,一杯,いっぱい,"full, to the utmost",adverb,,,,お腹が一杯です。,おなかがいっぱいです。,I am full.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,アメリカ,アメリカ,"America, U.S.A.",noun,,,,アメリカへ行きます。,アメリカへいきます。,I go to America.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,男性,だんせい,man; male,noun,,,,あの男性は誰ですか。,あのだんせいはだれですか。,Who is that man?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,理由,りゆう,reason,noun,,,,理由を説明します。,りゆうをせつめいします。,I explain the reason.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,生産,せいさんする,production; to produce,noun,,,,車を生産します。,くるまをせいさんします。,We produce cars.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,着物,きもの,kimono; Japanese traditional dress,noun,,,,着物を着ます。,きものをきます。,I wear a kimono.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,おもちゃ,おもちゃ,a toy,noun,,,,おもちゃで遊びます。,おもちゃであそびます。,I play with toys.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,暮れる,くれる,"to get dark, to come to an end",verb,ichidan,intransitive,,日が暮れました。,ひがくれました。,The sun set.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,釣る,つる,to fish,verb,godan,transitive,,魚を釣ります。,さかなをつります。,I fish.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～ちゃん,～ちゃん,suffix for familiar (female) person,suffix,,,,太郎ちゃん、おいで。,たろうちゃん、おいで。,"Taro-chan, come here.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,打つ,うつ,"to hit, to strike",verb,godan,transitive,,釘を打ちます。,くぎをうちます。,I hammer a nail.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,あんな,あんな,"such, like that",determiner,,,,あんな人は嫌いです。,あんなひとはきらいです。,I dislike that kind of person.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,謝る,あやまる,to apologize,verb,godan,intransitive,,友達に謝りました。,ともだちにあやまりました。,I apologized to my friend.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,昼間,ひるま,"daytime, during the day",noun,,,,昼間は暑いです。,ひるまはあついです。,It's hot during the daytime.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,教育,きょういく,education,noun,,,,教育を受けます。,きょういくをうけます。,I receive an education.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,女性,じょせい,woman,noun,,,,あの女性は先生です。,あのじょせいはせんせいです。,That woman is a teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,米,こめ,uncooked rice,noun,,,,米を炊きます。,こめをたきます。,I cook rice.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,邪魔,じゃま,"hindrance, intrusion",na-adjective,,,,邪魔しないでください。,じゃましないでください。,Please don't get in the way.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,国際,こくさい,international,noun,,,,国際会議に出ます。,こくさいかいぎにでます。,I attend an international conference.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,隅,すみ,corner,noun,,,,部屋の隅にいます。,へやのすみにいます。,I am in the corner of the room.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
