type,level,skill,topics,japanese,reading,onyomi,kunyomi,meaning,example,example_reading,example_meaning,source,source_ref,tags,notes
kanji,N4,kanji,,台,タイ,"タイ, ダイ",—,stand,台所,ダイどころ,kitchen,Genki II,Lesson 21,,
kanji,N4,kanji,,台,タイ,"タイ, ダイ",—,stand,二台,ニダイ,two vehicles/machines/etc.,Genki II,Lesson 21,,
kanji,N4,kanji,,風,かぜ,"フウ, フ",かぜ,wind,風車,フウシャ,windmill / wind turbine,Genki II,Lesson 21,,
kanji,N4,kanji,,風,かぜ,"フウ, フ",かぜ,wind,風習,フウシュウ,custom,Genki II,Lesson 21,,
kanji,N4,kanji,,風,かぜ,"フウ, フ",かぜ,wind,風,かぜ,wind,Genki II,Lesson 21,,
kanji,N4,kanji,,犬,いぬ,ケン,いぬ,dog,秋田犬,あきたケン,Akita (dog breed),Genki II,Lesson 21,,
kanji,N4,kanji,,犬,いぬ,ケン,いぬ,dog,犬,いぬ,dog,Genki II,Lesson 21,,
kanji,N4,kanji,,犬,いぬ,ケン,いぬ,dog,子犬,こいぬ,puppy,Genki II,Lesson 21,,
kanji,N4,kanji,,重,おも,"ジュウ, チョウ","おも, かさ",heavy / to pile up,重大な,ジュウダイな,serious / important / significant,Genki II,Lesson 21,,
kanji,N4,kanji,,重,おも,"ジュウ, チョウ","おも, かさ",heavy / to pile up,体重,タイジュウ,body weight,Genki II,Lesson 21,,
kanji,N4,kanji,,重,おも,"ジュウ, チョウ","おも, かさ",heavy / to pile up,重い,おもい,heavy / serious (illness),Genki II,Lesson 21,,
kanji,N4,kanji,,重,おも,"ジュウ, チョウ","おも, かさ",heavy / to pile up,重ねる,かさねる,to pile up,Genki II,Lesson 21,,
kanji,N4,kanji,,初,はじ,ショ,"はじ, はつ",first,最初,サイショ,first,Genki II,Lesson 21,,
kanji,N4,kanji,,初,はじ,ショ,"はじ, はつ",first,初めて,はじめて,first time,Genki II,Lesson 21,,
kanji,N4,kanji,,初,はじ,ショ,"はじ, はつ",first,初めは,はじめは,at first,Genki II,Lesson 21,,
kanji,N4,kanji,,初,はじ,ショ,"はじ, はつ",first,初雪,はつゆき,first snow,Genki II,Lesson 21,,
kanji,N4,kanji,,若,わか,—,わか,young,若い,わかい,young,Genki II,Lesson 21,,
kanji,N4,kanji,,若,わか,—,わか,young,若者,わかもの,young people,Genki II,Lesson 21,,
kanji,N4,kanji,,若,わか,—,わか,young,若々しい,わかわかしい,youthful,Genki II,Lesson 21,,
kanji,N4,kanji,,送,おく,ソウ,おく,to send,送金,ソウキン,sending money,Genki II,Lesson 21,,
kanji,N4,kanji,,送,おく,ソウ,おく,to send,送料,ソウリョウ,postage,Genki II,Lesson 21,,
kanji,N4,kanji,,送,おく,ソウ,おく,to send,送る,おくる,to send,Genki II,Lesson 21,,
kanji,N4,kanji,,幸,しあわ,コウ,"しあわ, さいわ",happiness,幸運,コウウン,good fortune,Genki II,Lesson 21,,
kanji,N4,kanji,,幸,しあわ,コウ,"しあわ, さいわ",happiness,不幸,フコウ,misfortune,Genki II,Lesson 21,,
kanji,N4,kanji,,幸,しあわ,コウ,"しあわ, さいわ",happiness,幸せな,しあわせな,happy,Genki II,Lesson 21,,
kanji,N4,kanji,,幸,しあわ,コウ,"しあわ, さいわ",happiness,幸い,さいわい,fortunately,Genki II,Lesson 21,,
kanji,N4,kanji,,計,はか,ケイ,はか,to measure,計画,ケイカク,plan,Genki II,Lesson 21,,
kanji,N4,kanji,,計,はか,ケイ,はか,to measure,時計,トケイ,watch / clock,Genki II,Lesson 21,,
kanji,N4,kanji,,計,はか,ケイ,はか,to measure,合計,ゴウケイ,sum,Genki II,Lesson 21,,
kanji,N4,kanji,,計,はか,ケイ,はか,to measure,計る,はかる,to measure,Genki II,Lesson 21,,
kanji,N4,kanji,,遅,おく,チ,"おく, おそ",late,遅れる,おくれる,to be late,Genki II,Lesson 21,,
kanji,N4,kanji,,遅,おく,チ,"おく, おそ",late,乗り遅れる,のりおくれる,to miss (transportation),Genki II,Lesson 21,,
kanji,N4,kanji,,遅,おく,チ,"おく, おそ",late,遅い,おそい,late,Genki II,Lesson 21,,
kanji,N4,kanji,,配,くば,"ハイ, パイ",くば,to deliver,心配な,シンパイな,worried about,Genki II,Lesson 21,,
kanji,N4,kanji,,配,くば,"ハイ, パイ",くば,to deliver,配送,ハイソウ,delivery,Genki II,Lesson 21,,
kanji,N4,kanji,,配,くば,"ハイ, パイ",くば,to deliver,配る,くばる,to distribute,Genki II,Lesson 21,,
kanji,N4,kanji,,弟,おとうと,"ダイ, デ",おとうと,younger brother,兄弟,キョウダイ,brothers,Genki II,Lesson 21,,
kanji,N4,kanji,,弟,おとうと,"ダイ, デ",おとうと,younger brother,弟子,デシ,apprentice,Genki II,Lesson 21,,
kanji,N4,kanji,,弟,おとうと,"ダイ, デ",おとうと,younger brother,弟,おとうと,younger brother,Genki II,Lesson 21,,
kanji,N4,kanji,,妹,いもうと,マイ,いもうと,younger sister,姉妹,シマイ,sisters,Genki II,Lesson 21,,
kanji,N4,kanji,,妹,いもうと,マイ,いもうと,younger sister,姉妹校,シマイコウ,sister school,Genki II,Lesson 21,,
kanji,N4,kanji,,妹,いもうと,マイ,いもうと,younger sister,妹,いもうと,younger sister,Genki II,Lesson 21,,
kanji,N4,kanji,,記,キ,キ,—,to write down,記入する,キニュウする,to fill in,Genki II,Lesson 22,,
kanji,N4,kanji,,記,キ,キ,—,to write down,記事,キジ,(news) article,Genki II,Lesson 22,,
kanji,N4,kanji,,記,キ,キ,—,to write down,日記,ニッキ,diary,Genki II,Lesson 22,,
kanji,N4,kanji,,銀,ギン,ギン,—,silver,銀行,ギンコウ,bank,Genki II,Lesson 22,,
kanji,N4,kanji,,銀,ギン,ギン,—,silver,銀世界,ギンセカイ,land covered with snow,Genki II,Lesson 22,,
kanji,N4,kanji,,銀,ギン,ギン,—,silver,銀メダル,ギンメダル,silver medal,Genki II,Lesson 22,,
kanji,N4,kanji,,回,まわ,カイ,まわ,…times / to turn,回送バス,カイソウバス,out-of-service bus,Genki II,Lesson 22,,
kanji,N4,kanji,,回,まわ,カイ,まわ,…times / to turn,一回,イッカイ,one time,Genki II,Lesson 22,,
kanji,N4,kanji,,回,まわ,カイ,まわ,…times / to turn,最終回,サイシュウカイ,last inning / last episode,Genki II,Lesson 22,,
kanji,N4,kanji,,回,まわ,カイ,まわ,…times / to turn,回す,まわす,to turn,Genki II,Lesson 22,,
kanji,N4,kanji,,夕,ゆう,—,ゆう,evening,夕食,ユウショク,dinner,Genki II,Lesson 22,,
kanji,N4,kanji,,夕,ゆう,—,ゆう,evening,夕日,ユウヒ,setting sun,Genki II,Lesson 22,,
kanji,N4,kanji,,夕,ゆう,—,ゆう,evening,夕方,ユウがた,evening,Genki II,Lesson 22,,
kanji,N4,kanji,,夕,ゆう,—,ゆう,evening,七夕,たなばた,"Tanabata (Star Festival, held in July or August)",Genki II,Lesson 22,,
kanji,N4,kanji,,黒,くろ,コク,くろ,black,黒人,コクジン,black person,Genki II,Lesson 22,,
kanji,N4,kanji,,黒,くろ,コク,くろ,black,黒い,くろい,black,Genki II,Lesson 22,,
kanji,N4,kanji,,黒,くろ,コク,くろ,black,黒木さん,くろきさん,Mr./Ms. Kuroki,Genki II,Lesson 22,,
kanji,N4,kanji,,黒,くろ,コク,くろ,black,白黒写真,しろくろシャシン,black and white photograph,Genki II,Lesson 22,,
kanji,N4,kanji,,用,ヨウ,ヨウ,—,task / to use,用紙,ヨウシ,blank form,Genki II,Lesson 22,,
kanji,N4,kanji,,用,ヨウ,ヨウ,—,task / to use,用事,ヨウジ,a thing to take care of,Genki II,Lesson 22,,
kanji,N4,kanji,,用,ヨウ,ヨウ,—,task / to use,子供用,こどもヨウ,for children,Genki II,Lesson 22,,
kanji,N4,kanji,,末,すえ,マツ,すえ,the end of,週末,シュウマツ,weekend,Genki II,Lesson 22,,
kanji,N4,kanji,,末,すえ,マツ,すえ,the end of,年末,ネンマツ,year-end,Genki II,Lesson 22,,
kanji,N4,kanji,,末,すえ,マツ,すえ,the end of,月末,ゲツマツ,end of the month,Genki II,Lesson 22,,
kanji,N4,kanji,,末,すえ,マツ,すえ,the end of,末,すえ,the end,Genki II,Lesson 22,,
kanji,N4,kanji,,待,ま,タイ,"ま, まち",to wait,待つ,まつ,to wait,Genki II,Lesson 22,,
kanji,N4,kanji,,残,のこ,ザン,のこ,to remain,残業,ザンギョウ,overtime work,Genki II,Lesson 22,,
kanji,N4,kanji,,残,のこ,ザン,のこ,to remain,残高,ザンだか,account balance,Genki II,Lesson 22,,
kanji,N4,kanji,,残,のこ,ザン,のこ,to remain,残す,のこす,to leave (behind),Genki II,Lesson 22,,
kanji,N4,kanji,,残,のこ,ザン,のこ,to remain,心残り,こころのこり,regret,Genki II,Lesson 22,,
kanji,N4,kanji,,駅,エキ,エキ,—,station,駅,エキ,station,Genki II,Lesson 22,,
kanji,N4,kanji,,駅,エキ,エキ,—,station,駅員,エキイン,train station attendant,Genki II,Lesson 22,,
kanji,N4,kanji,,駅,エキ,エキ,—,station,駅前,エキまえ,near/in front of the station,Genki II,Lesson 22,,
kanji,N4,kanji,,駅,エキ,エキ,—,station,東京駅,トウキョウエキ,Tokyo station,Genki II,Lesson 22,,
kanji,N4,kanji,,番,バン,バン,—,order / number,番犬,バンケン,watchdog / guard dog,Genki II,Lesson 22,,
kanji,N4,kanji,,番,バン,バン,—,order / number,一番,いちバン,the first / the best,Genki II,Lesson 22,,
kanji,N4,kanji,,説,セツ,"セツ, セッ",—,theory / to explain,説明する,セツメイする,to explain,Genki II,Lesson 22,,
kanji,N4,kanji,,説,セツ,"セツ, セッ",—,theory / to explain,小説,ショウセツ,novel,Genki II,Lesson 22,,
kanji,N4,kanji,,説,セツ,"セツ, セッ",—,theory / to explain,小説家,ショウセツカ,novelist,Genki II,Lesson 22,,
kanji,N4,kanji,,説,セツ,"セツ, セッ",—,theory / to explain,説教する,セッキョウする,to preach,Genki II,Lesson 22,,
kanji,N4,kanji,,案,アン,アン,—,idea / proposal,案,アン,idea / proposal,Genki II,Lesson 22,,
kanji,N4,kanji,,案,アン,アン,—,idea / proposal,案内する,アンナイする,to guide,Genki II,Lesson 22,,
kanji,N4,kanji,,案,アン,アン,—,idea / proposal,案内所,アンナイジョ,information desk,Genki II,Lesson 22,,
kanji,N4,kanji,,内,うち,ナイ,うち,inside / inner,家内,カナイ,my wife,Genki II,Lesson 22,,
kanji,N4,kanji,,内,うち,ナイ,うち,inside / inner,国内,コクナイ,domestic,Genki II,Lesson 22,,
kanji,N4,kanji,,内,うち,ナイ,うち,inside / inner,内気,うちキ,shy / bashful / timid / reserved,Genki II,Lesson 22,,
kanji,N4,kanji,,忘,わす,ボウ,わす,to forget,忘年会,ボウネンカイ,year-end party,Genki II,Lesson 22,,
kanji,N4,kanji,,忘,わす,ボウ,わす,to forget,忘れる,わすれる,to forget,Genki II,Lesson 22,,
kanji,N4,kanji,,忘,わす,ボウ,わす,to forget,忘れ物,わすれもの,lost article,Genki II,Lesson 22,,
kanji,N4,kanji,,守,まも,"ス, シュ",まも,to keep / to protect,守る,まもる,to keep (a promise) / to protect,Genki II,Lesson 22,,
kanji,N4,kanji,,顔,かお,ガン,"かお, がお",face,顔,かお,face,Genki II,Lesson 23,,
kanji,N4,kanji,,顔,かお,ガン,"かお, がお",face,顔色,かおいろ,complexion,Genki II,Lesson 23,,
kanji,N4,kanji,,顔,かお,ガン,"かお, がお",face,顔文字,かおもじ,emoticon,Genki II,Lesson 23,,
kanji,N4,kanji,,顔,かお,ガン,"かお, がお",face,笑顔,えがお,smiling face,Genki II,Lesson 23,,
kanji,N4,kanji,,悲,かな,ヒ,かな,sad,悲痛,ヒツウ,grief / sorrow / extreme sadness,Genki II,Lesson 23,,
kanji,N4,kanji,,悲,かな,ヒ,かな,sad,悲しい,かなしい,sad,Genki II,Lesson 23,,
kanji,N4,kanji,,悲,かな,ヒ,かな,sad,悲しむ,かなしむ,to grieve,Genki II,Lesson 23,,
kanji,N4,kanji,,怒,おこ,ド,"おこ, いか",to get angry,怒声,ドセイ,angry voice,Genki II,Lesson 23,,
kanji,N4,kanji,,怒,おこ,ド,"おこ, いか",to get angry,怒る,おこる,to get angry,Genki II,Lesson 23,,
kanji,N4,kanji,,怒,おこ,ド,"おこ, いか",to get angry,怒り,いかり,anger / rage,Genki II,Lesson 23,,
kanji,N4,kanji,,違,ちが,イ,ちが,to differ,違い,ちがい,difference,Genki II,Lesson 23,,
kanji,N4,kanji,,違,ちが,イ,ちが,to differ,違う,ちがう,different,Genki II,Lesson 23,,
kanji,N4,kanji,,違,ちが,イ,ちが,to differ,間違える,まちがえる,to make a mistake,Genki II,Lesson 23,,
kanji,N4,kanji,,変,か,ヘン,か,change / abnormal,変な,ヘンな,strange,Genki II,Lesson 23,,
kanji,N4,kanji,,変,か,ヘン,か,change / abnormal,変化,ヘンカ,change,Genki II,Lesson 23,,
kanji,N4,kanji,,変,か,ヘン,か,change / abnormal,変人,ヘンジン,eccentric person,Genki II,Lesson 23,,
kanji,N4,kanji,,変,か,ヘン,か,change / abnormal,大変な,タイヘンな,tough / hectic,Genki II,Lesson 23,,
kanji,N4,kanji,,変,か,ヘン,か,change / abnormal,変える,かえる,to change (something),Genki II,Lesson 23,,
kanji,N4,kanji,,比,くら,ヒ,くら,to compare,対比,タイヒ,contrast,Genki II,Lesson 23,,
kanji,N4,kanji,,比,くら,ヒ,くら,to compare,比べる,くらべる,to compare,Genki II,Lesson 23,,
kanji,N4,kanji,,情,なさ,ジョウ,なさ,emotion / condition,表情,ヒョウジョウ,expression,Genki II,Lesson 23,,
kanji,N4,kanji,,情,なさ,ジョウ,なさ,emotion / condition,友情,ユウジョウ,friendship,Genki II,Lesson 23,,
kanji,N4,kanji,,情,なさ,ジョウ,なさ,emotion / condition,同情する,ドウジョウする,to sympathise,Genki II,Lesson 23,,
kanji,N4,kanji,,情,なさ,ジョウ,なさ,emotion / condition,情け,なさけ,mercy,Genki II,Lesson 23,,
kanji,N4,kanji,,感,カン,カン,—,to sense / to feel,感じる,カンじる,to feel,Genki II,Lesson 23,,
kanji,N4,kanji,,感,カン,カン,—,to sense / to feel,感情,カンジョウ,emotion,Genki II,Lesson 23,,
kanji,N4,kanji,,感,カン,カン,—,to sense / to feel,感動する,カンドウする,to be moved,Genki II,Lesson 23,,
kanji,N4,kanji,,調,しら,チョウ,しら,to investigate,調子,チョウシ,condition,Genki II,Lesson 23,,
kanji,N4,kanji,,調,しら,チョウ,しら,to investigate,強調する,キョウチョウする,to emphasise,Genki II,Lesson 23,,
kanji,N4,kanji,,調,しら,チョウ,しら,to investigate,調べる,しらべる,to look into,Genki II,Lesson 23,,
kanji,N4,kanji,,査,サ,サ,—,to inspect,調査,チョウサ,survey / research,Genki II,Lesson 23,,
kanji,N4,kanji,,果,は,カ,は,fruit / result,使い果たす,つかいはたす,to use up,Genki II,Lesson 23,,
kanji,N4,kanji,,果,は,カ,は,fruit / result,果物,くだもの,fruit,Genki II,Lesson 23,,
kanji,N4,kanji,,化,ば,"カ, ケ",ば,to change into,化学,カガク,chemistry,Genki II,Lesson 23,,
kanji,N4,kanji,,化,ば,"カ, ケ",ば,to change into,文化,ブンカ,culture,Genki II,Lesson 23,,
kanji,N4,kanji,,化,ば,"カ, ケ",ば,to change into,お化け,おばけ,goblin / ghost,Genki II,Lesson 23,,
kanji,N4,kanji,,横,よこ,オウ,よこ,sideways,横転,オウテン,toppling sideways / falling over sideways,Genki II,Lesson 23,,
kanji,N4,kanji,,横,よこ,オウ,よこ,sideways,横,よこ,side,Genki II,Lesson 23,,
kanji,N4,kanji,,横,よこ,オウ,よこ,sideways,横書き,よこがき,horizontal writing,Genki II,Lesson 23,,
kanji,N4,kanji,,相,あい,"ソウ, ショウ",あい,mutual,相続,ソウゾク,succession,Genki II,Lesson 23,,
kanji,N4,kanji,,相,あい,"ソウ, ショウ",あい,mutual,相手,あいて,partner,Genki II,Lesson 23,,
kanji,N4,kanji,,答,こた,トウ,"こた, こたえ",answer,回答,カイトウ,reply / answer,Genki II,Lesson 23,,
kanji,N4,kanji,,答,こた,トウ,"こた, こたえ",answer,答える,こたえる,to answer,Genki II,Lesson 23,,
kanji,N4,kanji,,答,こた,トウ,"こた, こたえ",answer,答え,こたえ,answer,Genki II,Lesson 23,,
